id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,place_country_name,place_admin1_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
140308503,2022-10-28 18:48:59,2022-10-28,2022-10-28 21:48:59 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 22:48:58 UTC,2023-10-23 12:10:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140308503,https://inaturalist-open-data.s3.amazonaws.com/photos/240158854/medium.jpeg,,"",Fotografiada en un arbol de pino.,2,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.7145235593,-56.05243586,223,,,,223,,,false,gps,gps,Canelones,Uruguay,Canelones,Vaquita,Eriopis connexa,Vaquita,Insecta,418185,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Eriopis,Eriopis connexa,
140308765,2022-10-28 18:45:37,2022-10-28,2022-10-28 21:45:37 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 22:52:51 UTC,2022-10-29 00:12:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140308765,https://inaturalist-open-data.s3.amazonaws.com/photos/240159445/medium.jpeg,,"","Esta tambien es distinta a todas las que he fotografiado, sus puntos son mas grandes y es anaranjada.",2,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.7143700517,-56.0521666333,910,,,,910,,,false,gps,gps,Canelones,Uruguay,Canelones,Catarina asiática,Harmonia axyridis,Catarina asiática,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
140309036,2022-10-28 18:41:12,2022-10-28,2022-10-28 21:41:12 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-28 22:55:54 UTC,2022-10-29 10:17:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140309036,https://inaturalist-open-data.s3.amazonaws.com/photos/240159878/medium.jpeg,,"",Fotografiada en un arbol de laurel. ,1,0,false,2,"Ruta 74 Y Klm.32.800, 15500 Departamento de Canelones, Uruguay",-34.7150105376,-56.0526611656,463,,,,463,,,false,gps,gps,Canelones,Uruguay,Canelones,Araña fantasma,Arachosia praesignis,,Arachnida,549594,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Arachosia,Arachosia praesignis,
140311206,2022-10-28 13:16:07,2022-10-28,2022-10-28 16:16:07 UTC,Montevideo,2513727,diego_caballero,Diego Caballero,2022-10-28 23:20:47 UTC,2022-10-28 23:22:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140311206,https://inaturalist-open-data.s3.amazonaws.com/photos/240163239/medium.jpeg,,"",,0,0,false,2,"Villa Constitucion, Departamento de Salto, Uruguay",-31.1619445,-57.5882401,,,,,,,,false,gps,gps,Salto,Uruguay,Salto,"Champiñones, matacandiles y parientes",Agaricaceae,"Champiñones, matacandiles y parientes",Fungi,47394,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,,
140311302,2022-10-28 20:11:35,2022-10-28,2022-10-28 23:11:35 UTC,Montevideo,2513727,diego_caballero,Diego Caballero,2022-10-28 23:22:25 UTC,2022-10-29 04:55:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140311302,https://inaturalist-open-data.s3.amazonaws.com/photos/240213539/medium.jpeg,,"",,0,0,false,2,"Villa Constitucion, Departamento de Salto, Uruguay",-31.1588504997,-57.5615149997,,,,,,,,false,gps,gps,Salto,Uruguay,Salto,typical fireflies,Lampyrinae,Luciérnagas,Insecta,460312,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,,,
140313116,2022-10-28 18:44:04,2022-10-28,2022-10-28 21:44:04 UTC,Montevideo,5003047,javierpiquillen,Javier Piquillén,2022-10-28 23:46:48 UTC,2023-11-13 10:51:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140313116,https://inaturalist-open-data.s3.amazonaws.com/photos/240166931/medium.jpeg,,"",,0,0,false,2,"Paysandú, Departamento de Paysandú, Uruguay",-32.331164,-58.0712649722,,,,,,,,false,gps,gps,Paysandú,Uruguay,Paysandú,Pulgones,Aphididae,Pulgones,Insecta,52381,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,,,
140314068,2022-10-28 20:56:08,2022-10-28,2022-10-28 23:56:08 UTC,Montevideo,6280113,luis2168,Luis Fiallo,2022-10-28 23:58:29 UTC,2022-11-01 18:21:27 UTC,research,"",https://www.inaturalist.org/observations/140314068,https://static.inaturalist.org/photos/240168676/medium.jpeg,,"",,2,0,false,2,Javier de Viana,-30.4309151348,-56.7833398283,826,,,,826,,open,false,,,Artigas,Uruguay,Artigas,animal,Dasypus septemcinctus,Armadillo de siete bandas,Mammalia,1275370,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypus septemcinctus,
140316462,2022-10-28 21:29:26,2022-10-28,2022-10-29 00:29:26 UTC,Montevideo,6286926,aurelie145,Aurélie Dal Colletto,2022-10-29 00:35:04 UTC,2022-11-01 12:29:55 UTC,casual,,https://www.inaturalist.org/observations/140316462,,,"",Se escucho silbar,3,0,false,2,"Porvenir, 60000 Departamento de Paysandú, Uruguay",-32.3573539745,-57.9911828041,99,,,,99,,open,false,,,Paysandú,Uruguay,Paysandú,urutau comun,Nyctibius griseus,Urutaú,Aves,19667,Animalia,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius griseus,
140317422,2022/10/28 10:30 AM,2022-10-28,2022-10-28 13:30:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 00:49:05 UTC,2022-10-30 18:27:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140317422,https://inaturalist-open-data.s3.amazonaws.com/photos/240175529/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6801622983,-56.8013293442,10,,,,10,,,false,,,Flores,Uruguay,Flores,Prairie Nymph,Herbertia lahue,Tres puntas,Plantae,163683,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Herbertia,Herbertia lahue,
140318017,2022/10/28 1:41 PM,2022-10-28,2022-10-28 16:41:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 00:54:55 UTC,2022-11-29 23:28:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140318017,https://inaturalist-open-data.s3.amazonaws.com/photos/240175830/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6802783611,-56.8001169856,10,,,,10,,open,false,,,Flores,Uruguay,Flores,Subterranean Clover,Trifolium subterraneum,,Plantae,60201,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium subterraneum,
140318469,2022/10/28 1:45 PM,2022-10-28,2022-10-28 16:45:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:00:17 UTC,2023-05-24 14:47:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140318469,https://inaturalist-open-data.s3.amazonaws.com/photos/240177004/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6803676407,-56.8000955274,10,,,,10,,,false,,,Flores,Uruguay,Flores,白花貓兒菊,Hypochaeris albiflora,,Plantae,202635,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,Hypochaeris albiflora,
140318703,2022/10/28 1:48 PM,2022-10-28,2022-10-28 16:48:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:03:05 UTC,2022-10-29 01:03:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140318703,https://inaturalist-open-data.s3.amazonaws.com/photos/240177898/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6801710064,-56.7998743895,8,,,,8,,,false,,,Flores,Uruguay,Flores,Orejas de Ratón Y Centavitos,Dichondra,Orejas de ratón y centavitos,Plantae,61178,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,,
140318869,2022/10/28 1:54 PM,2022-10-28,2022-10-28 16:54:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:04:58 UTC,2022-10-29 01:05:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140318869,https://inaturalist-open-data.s3.amazonaws.com/photos/240178111/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6810550888,-56.7963082484,10,,,,10,,,false,,,Flores,Uruguay,Flores,Calydorea,Calydorea,,Plantae,141047,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Calydorea,,
140319009,2022/10/28 1:57 PM,2022-10-28,2022-10-28 16:57:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:06:50 UTC,2022-10-29 04:14:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140319009,https://inaturalist-open-data.s3.amazonaws.com/photos/240178480/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6814925537,-56.79556796,15,,,,15,,,false,,,Flores,Uruguay,Flores,viborera,Echium plantagineum,viborera,Plantae,76764,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium plantagineum,
140319109,2022-10-28 18:17:49,2022-10-28,2022-10-28 21:17:49 UTC,Montevideo,565949,karinaviera,Karina Viera,2022-10-29 01:07:55 UTC,2022-10-30 12:29:29 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/140319109,https://inaturalist-open-data.s3.amazonaws.com/photos/240178774/medium.jpeg,,"",,1,0,false,2,"80000 Departamento de San José, Uruguay",-34.3522872922,-56.7495307922,,,,,,,,false,gps,gps,San José,Uruguay,San José,Coleus,Coleus,,Plantae,1069166,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Coleus,,
140319156,2022/10/28 1:59 PM,2022-10-28,2022-10-28 16:59:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:08:40 UTC,2022-10-30 11:27:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140319156,https://inaturalist-open-data.s3.amazonaws.com/photos/240178720/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6817514596,-56.795224636,15,,,,15,,,false,,,Flores,Uruguay,Flores,Evolvulus sericeus,Evolvulus sericeus,,Plantae,122576,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,Evolvulus sericeus,
140319238,2022-10-28 18:19:02,2022-10-28,2022-10-28 21:19:02 UTC,Montevideo,565949,karinaviera,Karina Viera,2022-10-29 01:09:52 UTC,2022-10-30 03:52:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/140319238,https://inaturalist-open-data.s3.amazonaws.com/photos/240179012/medium.jpeg,,"",,2,0,false,2,"80000 Departamento de San José, Uruguay",-34.3552360533,-56.7537765503,,,,,,,,false,gps,gps,San José,Uruguay,San José,Carqueja,Baccharis trimera,Carqueja,Plantae,450291,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis trimera,
140319355,2022/10/28 2:00 PM,2022-10-28,2022-10-28 17:00:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:11:52 UTC,2022-12-27 15:48:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140319355,https://inaturalist-open-data.s3.amazonaws.com/photos/240178869/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6820550041,-56.7947525672,23,,,,23,,,false,,,Flores,Uruguay,Flores,Adesmia,Adesmia,,Plantae,138506,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Adesmia,,
140319475,2022/10/28 2:04 PM,2022-10-28,2022-10-28 17:04:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:13:19 UTC,2022-10-30 12:29:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140319475,https://inaturalist-open-data.s3.amazonaws.com/photos/240179277/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6799123142,-56.8060822181,36,,,,36,,,false,,,Flores,Uruguay,Flores,Nothoscordum,Nothoscordum,,Plantae,61775,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Nothoscordum,,
140319697,2022/10/28 2:07 PM,2022-10-28,2022-10-28 17:07:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:16:01 UTC,2022-10-29 01:16:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140319697,https://inaturalist-open-data.s3.amazonaws.com/photos/240179514/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6807485581,-56.7938556332,15,,,,15,,,false,,,Flores,Uruguay,Flores,Margarita de Bañado,Senecio bonariensis,Margarita de bañado,Plantae,424094,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio bonariensis,
140319812,2022/10/28 2:09 PM,2022-10-28,2022-10-28 17:09:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:17:40 UTC,2022-10-30 12:28:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140319812,https://inaturalist-open-data.s3.amazonaws.com/photos/240179926/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.680251577,-56.793980091,12,,,,12,,,false,,,Flores,Uruguay,Flores,Linternita,Chascolytrum subaristatum,Linternita,Plantae,279660,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chascolytrum,Chascolytrum subaristatum,
140319923,2022/10/28 2:11 PM,2022-10-28,2022-10-28 17:11:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:19:13 UTC,2022-10-30 18:19:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140319923,https://inaturalist-open-data.s3.amazonaws.com/photos/240180218/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6800908737,-56.7940659217,36,,,,36,,,false,,,Flores,Uruguay,Flores,Carqueja,Baccharis trimera,Carqueja,Plantae,450291,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis trimera,
140320058,2022/10/28 2:11 PM,2022-10-28,2022-10-28 17:11:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:20:55 UTC,2022-10-30 18:20:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140320058,https://inaturalist-open-data.s3.amazonaws.com/photos/240180412/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6800551619,-56.793980091,20,,,,20,,,false,,,Flores,Uruguay,Flores,Gordolobo,Verbascum virgatum,Gordolobo,Plantae,64130,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,Verbascum virgatum,
140320080,2022-10-28 22:14:30,2022-10-28,2022-10-29 01:14:30 UTC,Montevideo,6286926,aurelie145,Aurélie Dal Colletto,2022-10-29 01:21:06 UTC,2022-11-01 12:29:57 UTC,casual,,https://www.inaturalist.org/observations/140320080,,,"",Se escucha cantar,0,0,false,2,"n.a48, UY-PA, UY",-32.4105853,-58.0123451,2200,,,,2200,,,false,,,Paysandú,Uruguay,Paysandú,Life,Life,Vida,,48460,,,,,,,,
140320287,2022/10/28 2:15 PM,2022-10-28,2022-10-28 17:15:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:23:50 UTC,2022-10-29 01:24:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140320287,https://inaturalist-open-data.s3.amazonaws.com/photos/240180872/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6796623302,-56.7940230064,32,,,,32,,,false,,,Flores,Uruguay,Flores,Stipa,Stipa,,Plantae,72378,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipa,,
140320566,2022/10/28 2:17 PM,2022-10-28,2022-10-28 17:17:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:27:04 UTC,2022-10-29 01:27:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140320566,https://inaturalist-open-data.s3.amazonaws.com/photos/240181349/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.679394489,-56.7940873802,22,,,,22,,,false,,,Flores,Uruguay,Flores,Bromos,Bromus,Bromos,Plantae,52701,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,,
140320880,2022/10/28 2:19 PM,2022-10-28,2022-10-28 17:19:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:31:49 UTC,2022-10-29 01:32:44 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140320880,https://inaturalist-open-data.s3.amazonaws.com/photos/240181785/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6794480577,-56.7942375831,44,,,,44,,,false,,,Flores,Uruguay,Flores,Stipa,Stipa,,Plantae,72378,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Stipa,,
140321185,2022/10/28 2:21 PM,2022-10-28,2022-10-28 17:21:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:36:25 UTC,2022-10-30 23:00:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140321185,https://inaturalist-open-data.s3.amazonaws.com/photos/240182784/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6794837695,-56.7942161253,14,,,,14,,,false,,,Flores,Uruguay,Flores,groundsels,Senecio,"Hierbas canas, jarillas y parientes",Plantae,53207,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,
140321418,2022-10-28 21:53:02,2022-10-28,2022-10-29 00:53:02 UTC,Montevideo,4794023,luciano_patron,Luciano Patrón,2022-10-29 01:38:34 UTC,2022-10-30 04:07:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140321418,https://inaturalist-open-data.s3.amazonaws.com/photos/240183390/medium.jpeg,,"",,1,0,false,2,"96200 Fray Marcos, Departamento de Florida, Uruguay",-34.1967269311,-55.7407195866,16,,,,16,,open,false,gps,gps,Florida,Uruguay,Florida,Rana roncadora,Scinax granulatus,Rana roncadora,Amphibia,24363,Animalia,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax granulatus,
140321480,2022/10/28 2:24 PM,2022-10-28,2022-10-28 17:24:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:39:30 UTC,2022-10-29 01:41:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140321480,https://inaturalist-open-data.s3.amazonaws.com/photos/240183217/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6794837698,-56.7938942603,24,,,,24,,,false,,,Flores,Uruguay,Flores,melicgrasses,Melica,,Plantae,52803,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melica,,
140321640,2022/10/28 2:29 PM,2022-10-28,2022-10-28 17:29:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:41:19 UTC,2022-10-29 05:16:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140321640,https://inaturalist-open-data.s3.amazonaws.com/photos/240183678/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6789302301,-56.7939586334,14,,,,14,,,false,,,Flores,Uruguay,Flores,Red Buffalo-bur,Solanum sisymbriifolium,Revientacaballos,Plantae,79143,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum sisymbriifolium,
140321851,2022-10-28 22:38:43,2022-10-28,2022-10-29 01:38:43 UTC,Montevideo,6283162,frankowietcz,Franco Agustín Toso,2022-10-29 01:44:20 UTC,2023-08-30 20:49:46 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140321851,https://inaturalist-open-data.s3.amazonaws.com/photos/240184331/medium.jpeg,,"","Fotografiado/capturado en el piso de una casa, fue liberado luego.",0,0,false,2,"Fraccionamiento Sobre Ruta 74, 15500 Departamento de Canelones, Uruguay",-34.7139164172,-56.0515299439,382,,,,382,,,false,gps,gps,Canelones,Uruguay,Canelones,Scaritini,Scaritini,,Insecta,423149,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,
140321988,2022/10/28 2:30 PM,2022-10-28,2022-10-28 17:30:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:45:37 UTC,2022-10-31 01:22:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140321988,https://inaturalist-open-data.s3.amazonaws.com/photos/240183919/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6783454424,-56.7949885178,15,,,,15,,open,false,,,Flores,Uruguay,Flores,Southern Anemone,Anemone decapetala,,Plantae,489105,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,Anemone decapetala,
140322264,2022/10/28 2:33 PM,2022-10-28,2022-10-28 17:33:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:50:04 UTC,2022-10-31 01:22:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140322264,https://inaturalist-open-data.s3.amazonaws.com/photos/240184691/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6782427646,-56.7952675514,12,,,,12,,,false,,,Flores,Uruguay,Flores,Milkworts,Polygala,Hierbas lecheras,Plantae,61208,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,,
140322429,2022/10/28 2:36 PM,2022-10-28,2022-10-28 17:36:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:52:11 UTC,2022-11-02 22:03:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140322429,https://inaturalist-open-data.s3.amazonaws.com/photos/240185385/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6775910065,-56.7969412498,72,,,,72,,,false,,,Flores,Uruguay,Flores,Dwarf Plantain,Plantago tomentosa,,Plantae,962891,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago tomentosa,
140322757,2022/10/28 2:36 PM,2022-10-28,2022-10-28 17:36:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:56:39 UTC,2022-10-31 01:22:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140322757,https://inaturalist-open-data.s3.amazonaws.com/photos/240185674/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6775017201,-56.7968768685,84,,,,84,,,false,,,Flores,Uruguay,Flores,blue-eyed grasses,Sisyrinchium,Pastos de ojos azules,Plantae,49917,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,,
140322968,2022/10/28 2:38 PM,2022-10-28,2022-10-28 17:38:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 01:59:11 UTC,2022-10-29 01:59:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140322968,https://inaturalist-open-data.s3.amazonaws.com/photos/240186271/medium.jpg,,"",,0,0,false,,"Departamento de Flores, Uruguay",-33.6769124586,-56.7971558265,71,,,,71,,,false,,,Flores,Uruguay,Flores,Aristida murina,Aristida murina,,Plantae,1147116,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida murina,
140323057,2022/10/28 2:36 PM,2022-10-28,2022-10-28 17:36:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 02:00:38 UTC,2022-10-31 01:26:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140323057,https://inaturalist-open-data.s3.amazonaws.com/photos/240186590/medium.jpg,,"",,2,0,false,,"Departamento de Flores, Uruguay",-33.6761624784,-56.7979283027,92,,,,92,,,false,,,Flores,Uruguay,Flores,Eryngos,Eryngium,Caraguatales,Plantae,57628,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,,
140323528,2022/10/28 2:39 PM,2022-10-28,2022-10-28 17:39:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 02:07:19 UTC,2023-07-30 01:46:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140323528,https://inaturalist-open-data.s3.amazonaws.com/photos/240186723/medium.jpg,,"",,3,0,false,,"Departamento de Flores, Uruguay",-33.6763410383,-56.7976278974,68,,,,68,,,false,,,Flores,Uruguay,Flores,Nierembergia calycina,Nierembergia calycina,,Plantae,790125,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nierembergia,Nierembergia calycina,
140323688,2022-10-28 15:45:30,2022-10-28,2022-10-28 18:45:30 UTC,Montevideo,4794023,luciano_patron,Luciano Patrón,2022-10-29 02:08:59 UTC,2023-05-20 22:18:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140323688,https://inaturalist-open-data.s3.amazonaws.com/photos/240187949/medium.jpeg,,"",,1,0,false,2,"Fray Marcos, Departamento de Florida, Uruguay",-34.2150687899,-55.7459549233,218,,,,218,,,false,,,Florida,Uruguay,Florida,Gyptis,Gyptis,,Plantae,1041232,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gyptis,,
140323752,2022/10/28 2:40 PM,2022-10-28,2022-10-28 17:40:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 02:09:53 UTC,2022-10-30 18:19:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140323752,https://inaturalist-open-data.s3.amazonaws.com/photos/240187815/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6765818883,-56.7971814594,74,,,,74,,,false,,,Flores,Uruguay,Flores,Yerba de la perdiz,Margyricarpus pinnatus,Yerba de la perdiz,Plantae,410703,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Margyricarpus,Margyricarpus pinnatus,
140323950,2022/10/28 2:54 PM,2022-10-28,2022-10-28 17:54:00 UTC,Montevideo,6262918,joaquinlape,Joaquín Lapetina,2022-10-29 02:13:02 UTC,2022-10-30 01:17:52 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140323950,https://inaturalist-open-data.s3.amazonaws.com/photos/240188138/medium.jpg,,"",,1,0,false,,"Departamento de Flores, Uruguay",-33.6752693991,-56.7979324708,52,,,,52,,,false,,,Flores,Uruguay,Flores,Poeae,Poeae,,Plantae,552962,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,,,
